course_number,weekday,room,note,room_id,start_time,end_time,room_capacity,course_name,type,kind,lecturer,ects,sst,registered_students,present_students_b,present_students_a,present_students,first,last,duration,irregular,relative_registered,relative_capacity
256.600,Mi.,HS 18,,0,2024-04-24 17:15:00,2024-04-24 18:45:00,164,Soziale Auswirkungen der IT,KS,Präsenz,Hermann Sikora,"3,00","2,0",154,18.0,28.0,23.0,False,True,90.0,False,0.1494,0.1402
371.000,Do.,HS 18,,0,2024-04-25 08:30:00,2024-04-25 10:00:00,164,Einführung in den Maschinenbau,VL,Präsenz,Klaus Zeman,"3,00","2,0",148,22.0,19.0,20.0,True,False,90.0,False,0.1351,0.122
358.001,Do.,HS 19,,1,2024-04-25 08:30:00,2024-04-25 10:00:00,152,Maschinenelemente,VL,Präsenz,Gudrun Mikota,"3,00","2,0",117,0.0,6.0,3.0,True,False,90.0,False,0.0256,0.0197
327.029,Do.,HS 19,,1,2024-04-25 10:15:00,2024-04-25 11:45:00,152,Numerik und Optimierung,KV,Präsenz,Stefan Takacs,"6,00","4,0",95,0.0,0.0,0.0,False,True,90.0,False,0.0,0.0
531.120,Do.,HS 18,,0,2024-04-25 10:15:00,2024-04-25 11:45:00,164,Lineare Algebra I,VO,Präsenz,Erhard Aichinger,"4,00","4,0",102,46.0,37.0,41.0,False,False,90.0,False,0.402,0.25
531.120,Do.,HS 18,Tutorium / Fragestunde,0,2024-04-25 12:00:00,2024-04-25 13:30:00,164,Lineare Algebra I,VO,Präsenz,Erhard Aichinger,"4,00","4,0",102,7.0,9.0,8.0,False,False,90.0,False,0.0784,0.0488
"531.240, 531.241, 531.242",Do.,HS 19,,1,2024-04-25 13:45:00,2024-04-25 14:30:00,152,Geometrie,UV,Präsenz,Bert Jüttler,"3,00","3,0",54,0.0,1.0,0.0,True,True,45.0,False,0.0,0.0
531.208,Do.,HS 18,,0,2024-04-25 13:45:00,2024-04-25 15:15:00,164,Wahrscheinlichkeitsrechnung,VO,Präsenz,Peter Kritzer,"4,00","4,0",76,11.0,14.0,12.0,False,True,90.0,False,0.1579,0.0732
531.240,Do.,HS 19,,1,2024-04-25 14:30:00,2024-04-25 15:15:00,152,Geometrie,UV,Präsenz,Bert Jüttler,"3,00","3,0",30,0.0,1.0,0.0,True,False,45.0,False,0.0,0.0
339.170,Do.,HS 19,,1,2024-04-25 15:30:00,2024-04-25 17:00:00,152,Softwareentwicklung 1,VO,Präsenz,Hanspeter Mössenböck,"3,00","2,0",106,0.0,0.0,0.0,False,False,90.0,False,0.0,0.0
190.300,Do.,HS 19,Schadenersatz,1,2024-04-25 17:15:00,2024-04-25 19:45:00,152,Privatrecht für Wirtschaftsinformatik,KV,Präsenz,Martina Eliskases,"4,50","3,0",118,0.0,0.0,0.0,False,True,150.0,True,0.0,0.0
361.001,Fr.,HS 19,,1,2024-04-26 08:30:00,2024-04-26 10:00:00,152,Regelungstechnik,VL,Präsenz,Markus Schöberl,"4,50","3,0",131,44.0,19.0,31.0,True,False,90.0,False,0.2366,0.2039
531.163,Fr.,HS 18,1. Teilklausur,0,2024-04-26 10:15:00,2024-04-26 12:45:00,164,Analysis II,UE,Präsenz,Jan-Michael Holzinger,"2,00","1,0",12,-2.0,27.0,12.0,True,True,150.0,True,1.0,0.0732
"362.064, 362.065, 362.066, 362.068, 362.073",Fr.,HS 19,Tutorium 1. TK,1,2024-04-26 10:15:00,2024-04-26 11:45:00,152,"Elektrische Maschinen,Elektrische Maschinen und Antriebselektronik",UE,Präsenz,Thomas Krainer,"1,50","1,0",112,55.0,64.0,59.0,False,True,90.0,False,0.5268,0.3882
238.302,Mo.,HS 19,,1,2024-04-29 10:15:00,2024-04-29 11:45:00,152,Statistik für Sozial- und Wirtschaftswissenschaften,KS,Präsenz,Angela Bitto-Nemling,"3,00","2,0",115,42.0,38.0,40.0,True,False,90.0,False,0.3478,0.2632
258.410,Mo.,HS 18,Q & A / Exam Preparation,0,2024-04-29 12:00:00,2024-04-29 13:30:00,164,Data Mining,VL,Präsenz,Christoph Georg Schütz,"3,00","2,0",170,53.0,56.0,54.0,True,False,90.0,False,0.3176,0.3293
231.115,Mo.,HS 19,,1,2024-04-29 12:00:00,2024-04-29 13:30:00,152,Grundzüge der empirischen Sozialforschung,VU,Präsenz,Dimitri Prandner,"3,00","2,0",72,8.0,17.0,12.0,False,False,90.0,False,0.1667,0.0789
136.309,Mo.,HS 18,,0,2024-04-29 13:45:00,2024-04-29 15:15:00,164,Kriminologie/Abweichendes Verhalten,VL,Präsenz,Helmut Hirtenlehner,"3,00","2,0",98,25.0,18.0,21.0,False,False,90.0,False,0.2143,0.128
190.035,Mo.,HS 19,,1,2024-04-29 13:45:00,2024-04-29 15:15:00,152,Schuldrecht Besonderer Teil: Gesetzliche Schuldverhältnisse,KS,Präsenz,Andreas Geroldinger,"3,00","3,0",64,16.0,16.0,16.0,False,False,90.0,False,0.25,0.1053
238.213,Mo.,HS 18,,0,2024-04-29 15:30:00,2024-04-29 17:00:00,164,Statistik für Sozial- und Wirtschaftswissenschaften,KS,Präsenz,Andreas Quatember,"3,00","2,0",175,19.0,26.0,22.0,False,False,90.0,False,0.1257,0.1341
140.004,Mo.,HS 19,,1,2024-04-29 15:30:00,2024-04-29 18:00:00,152,Grundrechte II,VL,Präsenz,Christoph Herbst,"0,50","1,0",119,5.0,3.0,4.0,False,True,150.0,True,0.0336,0.0263
360.001,Mo.,HS 18,Tutorium,0,2024-04-29 17:15:00,2024-04-29 18:45:00,164,Grundzüge der Thermofluiddynamik,VL,Präsenz,Philipp Gittler,"4,50","3,0",122,8.0,8.0,8.0,False,True,90.0,False,0.0656,0.0488
361.001,Di.,HS 18,,0,2024-04-30 08:30:00,2024-04-30 10:00:00,164,Regelungstechnik,VL,Präsenz,Markus Schöberl,"4,50","3,0",131,38.0,34.0,36.0,True,True,90.0,False,0.2748,0.2195
366.560,Di.,HS 19,,1,2024-04-30 08:30:00,2024-04-30 10:00:00,152,Statistik,VO,Präsenz,Thomas Forstner,"3,00","2,0",146,19.0,22.0,20.0,True,False,90.0,False,0.137,0.1316
360.001,Di.,HS 19,,1,2024-04-30 10:15:00,2024-04-30 11:45:00,152,Grundzüge der Thermofluiddynamik,VL,Präsenz,Philipp Gittler,"4,50","3,0",122,19.0,7.0,13.0,False,False,90.0,False,0.1066,0.0855
382.037,Di.,HS 19,,1,2024-04-30 12:00:00,2024-04-30 15:15:00,152,Schaltungs- und Programmiertechnik 2,VL,Präsenz,Michael Lunglmayr,"6,00","4,0",139,5.0,24.0,14.0,False,False,195.0,True,0.1007,0.0921
364.000,Di.,HS 18,Intermediate Exam,0,2024-04-30 13:45:00,2024-04-30 15:15:00,164,Computer Graphics,VO,Präsenz,Oliver Bimber,"3,00","2,0",186,101.0,129.0,115.0,True,True,90.0,True,0.6183,0.7012
229.054,Di.,HS 19,,1,2024-04-30 15:30:00,2024-04-30 18:00:00,152,Grundbegriffe und Grundzüge der Politik,VU,Präsenz,Harald Stöger,"6,00","3,0",140,28.0,28.0,28.0,False,True,150.0,True,0.2,0.1842
358.001,Do.,HS 19,,1,2024-05-02 08:30:00,2024-05-02 10:00:00,152,Maschinenelemente,VL,Präsenz,Gudrun Mikota,"3,00","2,0",117,17.0,19.0,18.0,True,False,90.0,False,0.1538,0.1184
371.000,Do.,HS 18,,0,2024-05-02 08:30:00,2024-05-02 10:00:00,164,Einführung in den Maschinenbau,VL,Präsenz,Klaus Zeman,"3,00","2,0",148,26.0,27.0,26.0,True,False,90.0,False,0.1757,0.1585
327.029,Do.,HS 19,,1,2024-05-02 10:15:00,2024-05-02 11:45:00,152,Numerik und Optimierung,KV,Präsenz,Stefan Takacs,"6,00","4,0",95,19.0,12.0,15.0,False,True,90.0,False,0.1579,0.0987
531.120,Do.,HS 18,,0,2024-05-02 10:15:00,2024-05-02 11:45:00,164,Lineare Algebra I,VO,Präsenz,Erhard Aichinger,"4,00","4,0",102,33.0,29.0,31.0,False,False,90.0,False,0.3039,0.189
531.120,Do.,HS 18,Tutorium / Fragestunde,0,2024-05-02 12:00:00,2024-05-02 13:30:00,164,Lineare Algebra I,VO,Präsenz,Erhard Aichinger,"4,00","4,0",102,6.0,8.0,7.0,False,False,90.0,False,0.0686,0.0427
531.208,Do.,HS 18,,0,2024-05-02 13:45:00,2024-05-02 15:15:00,164,Wahrscheinlichkeitsrechnung,VO,Präsenz,Peter Kritzer,"4,00","4,0",76,7.0,7.0,7.0,False,True,90.0,False,0.0921,0.0427
"531.240, 531.241, 531.242",Do.,HS 19,,1,2024-05-02 13:45:00,2024-05-02 14:30:00,152,Geometrie,UV,Präsenz,Bert Jüttler,"3,00","3,0",54,46.0,46.0,46.0,True,True,45.0,False,0.8519,0.3026
531.240,Do.,HS 19,"1. Test, Nachname A - R",1,2024-05-02 14:30:00,2024-05-02 15:15:00,152,Geometrie,UV,Präsenz,Bert Jüttler,"3,00","3,0",30,10.0,34.0,22.0,True,False,45.0,False,0.7333,0.1447
339.170,Do.,HS 19,,1,2024-05-02 15:30:00,2024-05-02 17:00:00,152,Softwareentwicklung 1,VO,Präsenz,Hanspeter Mössenböck,"3,00","2,0",106,25.0,28.0,26.0,False,False,90.0,False,0.2453,0.1711
190.300,Do.,HS 19,Stellvertretung,1,2024-05-02 17:15:00,2024-05-02 19:45:00,152,Privatrecht für Wirtschaftsinformatik,KV,Präsenz,Martina Eliskases,"4,50","3,0",118,0.0,0.0,0.0,False,True,150.0,True,0.0,0.0
361.001,Fr.,HS 19,,1,2024-05-03 08:30:00,2024-05-03 10:00:00,152,Regelungstechnik,VL,Präsenz,Markus Schöberl,"4,50","3,0",131,28.0,28.0,28.0,True,False,90.0,False,0.2137,0.1842
243.115,Fr.,HS 18,,0,2024-05-03 08:30:00,2024-05-03 11:45:00,164,Einführung in die Wirtschaftswissenschaften für Juristinnen und Juristen,KV,Präsenz,René Andeßner,"6,00","6,0",133,16.0,10.0,13.0,True,True,195.0,True,0.0977,0.0793
361.001,Fr.,HS 19,Klausur,1,2024-05-03 10:15:00,2024-05-03 12:45:00,152,Regelungstechnik,VL,Präsenz,Markus Schöberl,"4,50","3,0",131,0.0,0.0,0.0,False,True,150.0,True,0.0,0.0
368.190,Mo.,HS 19,,1,2024-05-06 08:30:00,2024-05-06 10:00:00,152,Algebra für Informatik,VL,Präsenz,Christoph Koutschan,"3,00","2,0",242,61.0,42.0,51.0,True,False,90.0,False,0.2107,0.3355
"367.144, 367.145",Mo.,HS 18,,0,2024-05-06 08:30:00,2024-05-06 11:45:00,164,"Wirtschaftsgrundlagen der Informatik,Wirtschaftsgrundlagen für Informatiker",VO,Präsenz,Werner Retschitzegger,"3,00","2,0",182,11.0,12.0,11.0,True,True,195.0,True,0.0604,0.0671
238.302,Mo.,HS 19,,1,2024-05-06 10:15:00,2024-05-06 11:45:00,152,Statistik für Sozial- und Wirtschaftswissenschaften,KS,Präsenz,Angela Bitto-Nemling,"3,00","2,0",115,37.0,20.0,28.0,False,False,90.0,False,0.2435,0.1842
231.115,Mo.,HS 19,,1,2024-05-06 12:00:00,2024-05-06 13:30:00,152,Grundzüge der empirischen Sozialforschung,VU,Präsenz,Dimitri Prandner,"3,00","2,0",72,16.0,8.0,12.0,False,False,90.0,False,0.1667,0.0789
190.035,Mo.,HS 19,,1,2024-05-06 13:45:00,2024-05-06 15:15:00,152,Schuldrecht Besonderer Teil: Gesetzliche Schuldverhältnisse,KS,Präsenz,Andreas Geroldinger,"3,00","3,0",64,25.0,18.0,21.0,False,False,90.0,False,0.3281,0.1382
136.309,Mo.,HS 18,,0,2024-05-06 13:45:00,2024-05-06 15:15:00,164,Kriminologie/Abweichendes Verhalten,VL,Präsenz,Helmut Hirtenlehner,"3,00","2,0",98,15.0,24.0,19.0,True,False,90.0,False,0.1939,0.1159
140.004,Mo.,HS 19,,1,2024-05-06 15:30:00,2024-05-06 18:00:00,152,Grundrechte II,VL,Präsenz,Christoph Herbst,"0,50","1,0",119,3.0,4.0,3.0,False,True,150.0,True,0.0252,0.0197
238.213,Mo.,HS 18,,0,2024-05-06 15:30:00,2024-05-06 17:00:00,164,Statistik für Sozial- und Wirtschaftswissenschaften,KS,Präsenz,Andreas Quatember,"3,00","2,0",175,19.0,22.0,20.0,False,False,90.0,False,0.1143,0.122
360.001,Mo.,HS 18,Tutorium,0,2024-05-06 17:15:00,2024-05-06 18:45:00,164,Grundzüge der Thermofluiddynamik,VL,Präsenz,Philipp Gittler,"4,50","3,0",122,8.0,6.0,7.0,False,True,90.0,False,0.0574,0.0427
361.001,Di.,HS 18,,0,2024-05-07 08:30:00,2024-05-07 10:00:00,164,Regelungstechnik,VL,Präsenz,Markus Schöberl,"4,50","3,0",131,38.0,40.0,39.0,True,False,90.0,False,0.2977,0.2378
366.560,Di.,HS 19,,1,2024-05-07 08:30:00,2024-05-07 10:00:00,152,Statistik,VO,Präsenz,Thomas Forstner,"3,00","2,0",146,24.0,23.0,23.0,True,False,90.0,False,0.1575,0.1513
340.100,Di.,HS 18,,0,2024-05-07 10:15:00,2024-05-07 11:45:00,164,Algorithmen und Datenstrukturen 1,VO,Präsenz,Alois Ferscha,"3,00","2,0",194,36.0,16.0,26.0,False,False,90.0,False,0.134,0.1585
360.001,Di.,HS 19,,1,2024-05-07 10:15:00,2024-05-07 11:45:00,152,Grundzüge der Thermofluiddynamik,VL,Präsenz,Philipp Gittler,"4,50","3,0",122,17.0,25.0,21.0,False,False,90.0,False,0.1721,0.1382
382.037,Di.,HS 19,,1,2024-05-07 12:00:00,2024-05-07 15:15:00,152,Schaltungs- und Programmiertechnik 2,VL,Präsenz,Michael Lunglmayr,"6,00","4,0",139,30.0,23.0,26.0,False,True,195.0,True,0.1871,0.1711
269.030,Di.,HS 18,Klausur,0,2024-05-07 12:00:00,2024-05-07 13:30:00,164,Strategisches Management: Grundlagen,KS,Präsenz,Johannes Winkler,"3,00","2,0",81,36.0,62.0,49.0,False,False,90.0,True,0.6049,0.2988
364.000,Di.,HS 18,Global Illumination I: Raytracing,0,2024-05-07 13:45:00,2024-05-07 15:15:00,164,Computer Graphics,VO,Präsenz,Oliver Bimber,"3,00","2,0",186,9.0,-6.0,1.0,False,True,90.0,False,0.0054,0.0061
371.000,Mi.,HS 18,,0,2024-05-08 08:30:00,2024-05-08 10:00:00,164,Einführung in den Maschinenbau,VL,Präsenz,Klaus Zeman,"3,00","2,0",148,25.0,32.0,28.0,True,False,90.0,False,0.1892,0.1707
327.029,Mi.,HS 19,,1,2024-05-08 10:15:00,2024-05-08 11:45:00,152,Numerik und Optimierung,KV,Präsenz,Stefan Takacs,"6,00","4,0",95,23.0,20.0,21.0,True,False,90.0,False,0.2211,0.1382
"325.004, 531.170",Mi.,HS 18,,0,2024-05-08 10:15:00,2024-05-08 11:45:00,164,"Einführung in die Zahlentheorie,Zahlentheorie",VO,Präsenz,Friedrich Pillichshammer,"2,00","2,0",117,19.0,36.0,27.0,False,False,90.0,False,0.2308,0.1646
259.022,Mi.,HS 19,Architecture Documentation and Knowledge Management,1,2024-05-08 12:00:00,2024-05-08 14:30:00,152,Software Architectures,KV,Präsenz,Rainer Weinreich,"4,50","3,0",63,33.0,30.0,31.0,False,True,150.0,True,0.4921,0.2039
258.300,Mi.,HS 18,DBS: Active DBS and BREs,0,2024-05-08 12:00:00,2024-05-08 13:30:00,164,Data & Knowledge Engineering,VL,Präsenz,Michael Schrefl,"3,00","2,0",134,7.0,0.0,3.0,False,False,90.0,True,0.0224,0.0183
257.200,Mi.,HS 18,,0,2024-05-08 13:45:00,2024-05-08 15:15:00,164,Prozess- und Kommunikationsmodellierung,VL,Präsenz,Udo Kannengiesser,"3,00","2,0",152,18.0,22.0,20.0,False,False,90.0,False,0.1316,0.122
365.232,Mi.,HS 19,,1,2024-05-08 14:30:00,2024-05-08 15:15:00,152,Programming in Python II,UE,Präsenz,Rainer Dangl,"1,50","1,0",47,9.0,34.0,21.0,True,True,45.0,True,0.4468,0.1382
"257.211, 257.213, 257.214",Mi.,HS 18,,0,2024-05-08 15:30:00,2024-05-08 17:00:00,164,Prozess- und Kommunikationsmodellierung,UE,Präsenz,Richard Heininger,"3,00","2,0",79,17.0,15.0,16.0,False,False,90.0,True,0.2025,0.0976
256.600,Mi.,HS 18,,0,2024-05-08 17:15:00,2024-05-08 18:45:00,164,Soziale Auswirkungen der IT,KS,Präsenz,Hermann Sikora,"3,00","2,0",154,24.0,27.0,25.0,False,True,90.0,False,0.1623,0.1524
