2,Mon Apr  8 23:59:39 2024,0,0,0,0,0,0
True,Tue Apr  9 06:34:40 2024,1,0,35,0,208,147
False,Tue Apr  9 06:54:10 2024,1,1,0,162,107,199
False,Tue Apr  9 07:52:50 2024,1,2,0,33,60,77
True,Tue Apr  9 08:14:36 2024,2,2,0,0,149,472
True,Tue Apr  9 08:15:30 2024,3,2,18,0,103,104
True,Tue Apr  9 08:17:39 2024,4,2,11,0,27,23
True,Tue Apr  9 08:18:41 2024,5,2,24,0,45,31
True,Tue Apr  9 08:18:58 2024,6,2,33,0,71,55
True,Tue Apr  9 08:20:37 2024,7,2,24,0,45,34
True,Tue Apr  9 08:21:21 2024,8,2,18,0,69,52
False,Tue Apr  9 08:21:25 2024,8,3,0,8,15,29
True,Tue Apr  9 08:22:22 2024,9,3,6,0,21,23
True,Tue Apr  9 08:22:32 2024,10,3,30,0,880,869
True,Tue Apr  9 08:22:35 2024,11,3,9,0,42,41
True,Tue Apr  9 08:24:55 2024,12,3,30,0,44,58
True,Tue Apr  9 08:25:11 2024,13,3,13,0,32,25
True,Tue Apr  9 08:25:14 2024,14,3,6,0,122,148
False,Tue Apr  9 08:25:43 2024,14,4,0,14,32,33
True,Tue Apr  9 08:25:53 2024,15,4,21,0,51,35
True,Tue Apr  9 08:27:12 2024,16,4,28,0,64,46
True,Tue Apr  9 08:27:41 2024,17,4,21,0,43,31
True,Tue Apr  9 08:27:49 2024,18,4,14,0,54,50
False,Tue Apr  9 08:28:49 2024,18,5,0,7,21,29
True,Tue Apr  9 08:28:50 2024,19,5,7,0,21,23
True,Tue Apr  9 08:29:56 2024,20,5,24,0,86,89
True,Tue Apr  9 08:30:47 2024,21,5,8,0,87,92
True,Tue Apr  9 08:30:49 2024,22,5,17,0,52,56
True,Tue Apr  9 08:30:51 2024,23,5,40,0,79,69
True,Tue Apr  9 08:31:15 2024,24,5,7,0,22,21
True,Tue Apr  9 08:31:17 2024,25,5,8,0,40,28
True,Tue Apr  9 08:31:37 2024,26,5,13,0,65,31
True,Tue Apr  9 08:31:40 2024,27,5,3,0,107,89
True,Tue Apr  9 08:32:43 2024,28,5,24,0,119,174
True,Tue Apr  9 08:35:32 2024,29,5,12,0,73,76
True,Tue Apr  9 08:35:54 2024,30,5,0,0,135,130
True,Tue Apr  9 08:38:14 2024,31,5,22,0,47,36
True,Tue Apr  9 08:39:39 2024,32,5,23,0,62,55
True,Tue Apr  9 08:41:33 2024,33,5,15,0,111,165
True,Tue Apr  9 08:42:26 2024,34,5,25,0,74,72
True,Tue Apr  9 08:42:52 2024,35,5,13,0,76,82
True,Tue Apr  9 08:47:35 2024,36,5,18,5,42,38
False,Tue Apr  9 09:11:32 2024,36,6,0,35,172,214
True,Tue Apr  9 09:11:34 2024,37,6,14,0,39,31
False,Tue Apr  9 09:46:09 2024,37,7,0,39,52,74
True,Tue Apr  9 09:48:01 2024,38,7,18,0,89,124
False,Tue Apr  9 10:00:24 2024,38,8,0,25,47,66
False,Tue Apr  9 10:00:26 2024,38,9,0,5,25,22
False,Tue Apr  9 10:00:34 2024,38,10,0,38,66,77
False,Tue Apr  9 10:00:48 2024,38,11,0,38,62,67
False,Tue Apr  9 10:01:04 2024,38,12,0,102,102,182
False,Tue Apr  9 10:01:05 2024,38,13,0,7,53,41
False,Tue Apr  9 10:01:06 2024,38,14,0,8,44,34
False,Tue Apr  9 10:01:12 2024,38,15,0,17,68,50
False,Tue Apr  9 10:01:13 2024,38,16,0,8,37,30
False,Tue Apr  9 10:01:14 2024,38,17,0,6,26,34
True,Tue Apr  9 10:01:15 2024,39,17,8,0,44,35
False,Tue Apr  9 10:01:16 2024,39,18,0,11,34,19
False,Tue Apr  9 10:01:18 2024,39,19,0,7,35,31
False,Tue Apr  9 10:01:20 2024,39,20,0,3,86,75
False,Tue Apr  9 10:01:21 2024,39,21,0,6,47,30
False,Tue Apr  9 10:01:22 2024,39,22,0,6,73,66
False,Tue Apr  9 10:01:23 2024,39,23,0,12,41,40
False,Tue Apr  9 10:01:24 2024,39,24,0,12,46,51
False,Tue Apr  9 10:01:27 2024,39,25,0,8,36,87
True,Tue Apr  9 10:01:28 2024,40,25,0,0,59,41
False,Tue Apr  9 10:01:30 2024,40,26,0,27,61,59
False,Tue Apr  9 10:01:31 2024,40,27,0,11,50,53
False,Tue Apr  9 10:01:41 2024,40,28,0,10,129,129
False,Tue Apr  9 10:01:43 2024,40,29,0,10,60,50
False,Tue Apr  9 10:01:44 2024,40,30,0,4,39,31
False,Tue Apr  9 10:01:45 2024,40,31,0,15,71,67
False,Tue Apr  9 10:02:06 2024,40,32,0,11,50,32
True,Tue Apr  9 10:04:54 2024,41,32,9,0,37,38
True,Tue Apr  9 10:04:55 2024,42,32,16,0,68,52
True,Tue Apr  9 10:04:58 2024,43,32,30,0,120,106
True,Tue Apr  9 10:05:36 2024,44,32,18,0,50,63
True,Tue Apr  9 10:07:51 2024,45,32,14,0,47,44
True,Tue Apr  9 10:07:57 2024,46,32,50,0,73,74
True,Tue Apr  9 10:09:24 2024,47,32,26,0,56,58
True,Tue Apr  9 10:09:25 2024,48,32,34,0,56,49
True,Tue Apr  9 10:09:27 2024,49,32,21,0,38,36
True,Tue Apr  9 10:09:29 2024,50,32,8,0,48,46
True,Tue Apr  9 10:09:39 2024,51,32,22,0,141,140
True,Tue Apr  9 10:09:50 2024,52,32,16,0,40,29
True,Tue Apr  9 10:09:52 2024,53,32,11,0,81,80
True,Tue Apr  9 10:10:02 2024,54,32,22,0,47,37
True,Tue Apr  9 10:10:03 2024,55,32,5,0,35,34
True,Tue Apr  9 10:10:05 2024,56,32,19,0,45,36
True,Tue Apr  9 10:10:06 2024,57,32,12,0,38,39
True,Tue Apr  9 10:10:12 2024,58,32,14,0,59,52
True,Tue Apr  9 10:10:14 2024,59,32,42,0,53,40
True,Tue Apr  9 10:10:30 2024,60,32,12,0,59,64
True,Tue Apr  9 10:10:32 2024,61,32,7,0,59,69
True,Tue Apr  9 10:10:44 2024,62,32,20,0,188,183
True,Tue Apr  9 10:10:58 2024,63,32,14,0,29,20
True,Tue Apr  9 10:11:01 2024,64,32,10,0,42,39
True,Tue Apr  9 10:11:03 2024,65,32,0,0,144,75
True,Tue Apr  9 10:11:30 2024,66,32,8,0,28,29
True,Tue Apr  9 10:11:32 2024,67,32,25,0,42,27
True,Tue Apr  9 10:11:34 2024,68,32,6,0,29,33
True,Tue Apr  9 10:14:11 2024,69,32,7,0,46,47
True,Tue Apr  9 10:14:15 2024,70,32,0,0,101,88
True,Tue Apr  9 10:14:16 2024,71,32,18,0,61,51
True,Tue Apr  9 10:16:20 2024,72,32,7,0,37,45
True,Tue Apr  9 10:16:22 2024,73,32,26,0,52,62
True,Tue Apr  9 10:16:23 2024,74,32,8,0,31,30
True,Tue Apr  9 10:16:26 2024,75,32,16,0,162,191
True,Tue Apr  9 10:18:42 2024,76,32,0,0,192,143
True,Tue Apr  9 10:18:45 2024,77,32,18,0,128,135
True,Tue Apr  9 10:19:26 2024,78,32,49,0,251,260
True,Tue Apr  9 10:20:58 2024,79,32,14,0,32,26
True,Tue Apr  9 10:21:00 2024,80,32,7,0,44,50
True,Tue Apr  9 10:21:21 2024,81,32,24,0,57,51
False,Tue Apr  9 10:32:54 2024,81,33,0,8,77,109
False,Tue Apr  9 10:32:55 2024,81,34,0,7,43,36
False,Tue Apr  9 10:40:43 2024,81,35,0,17,49,44
False,Tue Apr  9 10:51:49 2024,81,36,0,32,69,91
True,Tue Apr  9 11:03:14 2024,82,36,16,0,95,100
False,Tue Apr  9 11:06:16 2024,82,37,0,15,53,57
False,Tue Apr  9 11:06:17 2024,82,38,0,9,39,39
False,Tue Apr  9 11:06:54 2024,82,39,0,64,84,115
False,Tue Apr  9 11:06:59 2024,82,40,0,6,59,48
False,Tue Apr  9 11:22:32 2024,82,41,0,12,28,31
False,Tue Apr  9 11:23:48 2024,82,42,0,10,56,52
False,Tue Apr  9 11:28:48 2024,82,43,0,18,46,47
False,Tue Apr  9 11:29:33 2024,82,44,0,11,48,47
True,Tue Apr  9 11:30:33 2024,83,44,44,0,89,78
